RunId,iteration,Step,size,n_resources,capacidad,densidad_obstaculos,max_steps,policy,lambda_dinamismo,costo_edicion,competencia,radio,rng,politica,entregas,pasos_utiles,pasos_deliberando,n_ediciones,n_ediciones_desperdiciadas,divergencias_reales,divergencias_detectadas,tareas_fallidas,carga_perdida,ceguera,latencia_deteccion,utilidad_bruta,costo_deliberacion,utilidad_neta
63,15,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,15,CLOSED_LOOP,11,343,52,5,1,6,6,0,0,0.0,3.6666666666666665,110.0,0.0,110.0
66,16,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,16,CLOSED_LOOP,15,400,0,0,0,0,0,0,0,0.0,0.0,150.0,0.0,150.0
62,15,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,15,CLOSED_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
59,14,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,14,CLOSED_LOOP,7,316,77,6,4,11,11,1,0,0.0,5.7272727272727275,70.0,0.0,70.0
69,17,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,17,OPEN_LOOP,9,398,0,0,0,3,2,2,0,0.33333333333333337,1.0,90.0,0.0,90.0
68,17,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,17,OPEN_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
67,16,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,16,CLOSED_LOOP,17,347,47,4,2,10,8,2,0,0.19999999999999996,4.5,170.0,0.0,170.0
74,18,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,18,CLOSED_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
75,18,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,18,CLOSED_LOOP,6,371,26,2,2,4,4,1,0,0.0,3.0,60.0,0.0,60.0
76,19,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,19,OPEN_LOOP,11,400,0,0,0,0,0,0,0,0.0,0.0,110.0,0.0,110.0
70,17,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,17,CLOSED_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
72,18,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,18,OPEN_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
65,16,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,16,OPEN_LOOP,10,395,0,0,0,4,4,5,0,0.0,4.5,100.0,0.0,100.0
81,20,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,20,OPEN_LOOP,13,394,0,0,0,6,6,6,0,0.0,1.8333333333333333,130.0,0.0,130.0
77,19,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,19,OPEN_LOOP,21,390,0,0,0,11,10,10,0,0.09090909090909094,4.8,210.0,0.0,210.0
78,19,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,19,CLOSED_LOOP,11,400,0,0,0,0,0,0,0,0.0,0.0,110.0,0.0,110.0
82,20,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,20,CLOSED_LOOP,17,400,0,0,0,0,0,0,0,0.0,0.0,170.0,0.0,170.0
71,17,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,17,CLOSED_LOOP,5,349,46,4,1,5,5,1,0,0.0,2.2,50.0,0.0,50.0
80,20,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,20,OPEN_LOOP,17,400,0,0,0,0,0,0,0,0.0,0.0,170.0,0.0,170.0
84,21,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,21,OPEN_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
83,20,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,20,CLOSED_LOOP,13,366,30,3,0,6,5,1,0,0.16666666666666663,4.2,130.0,0.0,130.0
85,21,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,21,OPEN_LOOP,9,396,0,0,0,6,6,4,0,0.0,5.0,90.0,0.0,90.0
73,18,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,18,OPEN_LOOP,8,397,0,0,0,3,3,3,0,0.0,1.6666666666666667,80.0,0.0,80.0
88,22,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,22,OPEN_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
87,21,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,21,CLOSED_LOOP,10,386,10,1,0,4,3,3,0,0.25,4.333333333333333,100.0,0.0,100.0
90,22,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,22,CLOSED_LOOP,10,400,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,100.0
79,19,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,19,CLOSED_LOOP,10,334,59,5,1,8,8,1,0,0.0,6.25,100.0,0.0,100.0
92,23,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,23,OPEN_LOOP,8,400,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,80.0
93,23,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,23,OPEN_LOOP,5,398,0,0,0,3,2,2,0,0.33333333333333337,2.0,50.0,0.0,50.0
91,22,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,22,CLOSED_LOOP,7,372,26,2,2,4,4,0,0,0.0,2.0,70.0,0.0,70.0
86,21,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,21,CLOSED_LOOP,12,400,0,0,0,0,0,0,0,0.0,0.0,120.0,0.0,120.0
98,24,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,24,CLOSED_LOOP,8,400,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,80.0
95,23,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,23,CLOSED_LOOP,6,345,49,2,5,7,7,2,0,0.0,1.0,60.0,0.0,60.0
100,25,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,25,OPEN_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
97,24,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,24,OPEN_LOOP,10,395,0,0,0,5,5,5,0,0.0,1.4,100.0,0.0,100.0
89,22,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,22,OPEN_LOOP,22,390,0,0,0,10,10,10,0,0.0,4.8,220.0,0.0,220.0
94,23,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,23,CLOSED_LOOP,8,400,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,80.0
102,25,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,25,CLOSED_LOOP,7,400,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,70.0
96,24,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,24,OPEN_LOOP,8,400,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,80.0
104,26,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,26,OPEN_LOOP,4,400,0,0,0,0,0,0,0,0.0,0.0,40.0,0.0,40.0
105,26,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,26,OPEN_LOOP,3,400,0,0,0,0,0,0,0,0.0,0.0,30.0,0.0,30.0
103,25,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,25,CLOSED_LOOP,10,355,40,4,0,4,4,1,0,0.0,8.5,100.0,0.0,100.0
106,26,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,26,CLOSED_LOOP,4,400,0,0,0,0,0,0,0,0.0,0.0,40.0,0.0,40.0
112,28,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,28,OPEN_LOOP,0,400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
99,24,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,24,CLOSED_LOOP,10,346,48,3,5,7,7,2,0,0.0,1.0,100.0,0.0,100.0
111,27,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,27,CLOSED_LOOP,10,366,30,3,0,4,4,1,0,0.0,7.25,100.0,0.0,100.0
113,28,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,28,OPEN_LOOP,0,400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
115,28,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,28,CLOSED_LOOP,0,400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
108,27,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,27,OPEN_LOOP,16,400,0,0,0,0,0,0,0,0.0,0.0,160.0,0.0,160.0
109,27,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,27,OPEN_LOOP,19,389,0,0,0,13,13,11,0,0.0,4.0,190.0,0.0,190.0
101,25,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,25,OPEN_LOOP,10,396,0,0,0,5,4,4,0,0.19999999999999996,3.0,100.0,0.0,100.0
107,26,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,26,CLOSED_LOOP,3,400,0,0,0,0,0,0,0,0.0,0.0,30.0,0.0,30.0
110,27,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,27,CLOSED_LOOP,16,400,0,0,0,0,0,0,0,0.0,0.0,160.0,0.0,160.0
114,28,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,28,CLOSED_LOOP,0,400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
118,29,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.0,10,0.5,3,29,CLOSED_LOOP,9,400,0,0,0,0,0,0,0,0.0,0.0,90.0,0.0,90.0
119,29,400.0,15,8,3,0.15,400,CLOSED_LOOP,0.05,10,0.5,3,29,CLOSED_LOOP,4,388,10,1,0,2,2,1,0,0.0,1.0,40.0,0.0,40.0
117,29,400.0,15,8,3,0.15,400,OPEN_LOOP,0.05,10,0.5,3,29,OPEN_LOOP,8,394,0,0,0,5,5,6,0,0.0,2.2,80.0,0.0,80.0
116,29,400.0,15,8,3,0.15,400,OPEN_LOOP,0.0,10,0.5,3,29,OPEN_LOOP,9,400,0,0,0,0,0,0,0,0.0,0.0,90.0,0.0,90.0
